Country,start_year,start_age,current_age,gender,mortality 
ETH,2037,3,25,male,0.0021759
ETH,2038,3,26,female,0.0015612
ETH,2038,3,26,male,0.0021121
ETH,2039,3,27,female,0.0015106
ETH,2039,3,27,male,0.0020502
ETH,2040,3,28,female,0.0014617
ETH,2040,3,28,male,0.0019901
ETH,2041,3,29,female,0.0014143
ETH,2041,3,29,male,0.0019317
ETH,2042,3,30,female,0.0020764
ETH,2042,3,30,male,0.0024108
ETH,2043,3,31,female,0.0020189
ETH,2043,3,31,male,0.0023474
ETH,2044,3,32,female,0.001963
ETH,2044,3,32,male,0.0022858
ETH,2045,3,33,female,0.0019086
ETH,2045,3,33,male,0.0022257
ETH,2046,3,34,female,0.0018558
ETH,2046,3,34,male,0.0021672
ETH,2047,3,35,female,0.0030779
ETH,2047,3,35,male,0.0029866
ETH,2048,3,36,female,0.0030137
ETH,2048,3,36,male,0.0029192
ETH,2049,3,37,female,0.0029509
ETH,2049,3,37,male,0.0028533
ETH,2050,3,38,female,0.0028894
ETH,2050,3,38,male,0.0027889
ETH,2051,3,39,female,0.0028291
ETH,2051,3,39,male,0.0027259
ETH,2052,3,40,female,0.0036523
ETH,2052,3,40,male,0.0034264
ETH,2053,3,41,female,0.0035873
ETH,2053,3,41,male,0.0033546
ETH,2054,3,42,female,0.0035234
ETH,2054,3,42,male,0.0032842
ETH,2055,3,43,female,0.0034608
ETH,2055,3,43,male,0.0032154
ETH,2056,3,44,female,0.0033992
ETH,2056,3,44,male,0.003148
ETH,2057,3,45,female,0.0033515
ETH,2057,3,45,male,0.0036301
ETH,2058,3,46,female,0.0032884
ETH,2058,3,46,male,0.0035545
ETH,2059,3,47,female,0.0032265
ETH,2059,3,47,male,0.0034804
ETH,2060,3,48,female,0.0031658
ETH,2060,3,48,male,0.0034079
ETH,2061,3,49,female,0.0031062
ETH,2061,3,49,male,0.0033369
ETH,2062,3,50,female,0.0039077
ETH,2062,3,50,male,0.0049129
ETH,2063,3,51,female,0.0038363
ETH,2063,3,51,male,0.0048225
ETH,2064,3,52,female,0.0037662
ETH,2064,3,52,male,0.0047339
ETH,2065,3,53,female,0.0036975
ETH,2065,3,53,male,0.0046468
ETH,2066,3,54,female,0.0036299
ETH,2066,3,54,male,0.0045614
ETH,2067,3,55,female,0.0039528
ETH,2067,3,55,male,0.0055945
ETH,2068,3,56,female,0.0038724
ETH,2068,3,56,male,0.0054902
ETH,2069,3,57,female,0.0037936
ETH,2069,3,57,male,0.0053878
ETH,2070,3,58,female,0.0037164
ETH,2070,3,58,male,0.0052873
ETH,2071,3,59,female,0.0036407
ETH,2071,3,59,male,0.0051887
ETH,2072,3,60,female,0.0056126
ETH,2072,3,60,male,0.0085394
ETH,2073,3,61,female,0.0055042
ETH,2073,3,61,male,0.0083987
ETH,2074,3,62,female,0.0053979
ETH,2074,3,62,male,0.0082603
ETH,2075,3,63,female,0.0052936
ETH,2075,3,63,male,0.0081241
ETH,2076,3,64,female,0.0051913
ETH,2076,3,64,male,0.0079903
