Country,start_year,start_age,current_age,gender,mortality 
NGA,2107,-3,89,female,0.337968439
NGA,2107,-3,89,male,0.30529058
NGA,2108,-3,90,female,0.479870796
NGA,2108,-3,90,male,0.449335784
NGA,2109,-3,91,female,0.480136275
NGA,2109,-3,91,male,0.449068099
NGA,2110,-3,92,female,0.480401903
NGA,2110,-3,92,male,0.448800564
NGA,2111,-3,93,female,0.480667651
NGA,2111,-3,93,male,0.448533177
NGA,2112,-3,94,female,0.480933577
NGA,2112,-3,94,male,0.44826597
NGA,2113,-3,95,female,0.609362304
NGA,2113,-3,95,male,0.578026831
NGA,2114,-3,96,female,0.609846711
NGA,2114,-3,96,male,0.577980399
NGA,2115,-3,97,female,0.610331535
NGA,2115,-3,97,male,0.577933967
NGA,2015,-2,-2,female,0
NGA,2015,-2,-2,male,0
NGA,2016,-2,-1,female,0
NGA,2016,-2,-1,male,0
NGA,2017,-2,0,female,0.068837881
NGA,2017,-2,0,male,0.083633885
NGA,2018,-2,1,female,0.011286859
NGA,2018,-2,1,male,0.011242502
NGA,2019,-2,2,female,0.010943288
NGA,2019,-2,2,male,0.010888525
NGA,2020,-2,3,female,0.010610175
NGA,2020,-2,3,male,0.010545698
NGA,2021,-2,4,female,0.010287207
NGA,2021,-2,4,male,0.01021366
NGA,2022,-2,5,female,0.004925642
NGA,2022,-2,5,male,0.00471829
NGA,2023,-2,6,female,0.004847901
NGA,2023,-2,6,male,0.004637999
NGA,2024,-2,7,female,0.004771386
NGA,2024,-2,7,male,0.004559075
NGA,2025,-2,8,female,0.00469608
NGA,2025,-2,8,male,0.004481494
NGA,2026,-2,9,female,0.004621962
NGA,2026,-2,9,male,0.004405231
NGA,2027,-2,10,female,0.002734227
NGA,2027,-2,10,male,0.002516344
NGA,2028,-2,11,female,0.00269902
NGA,2028,-2,11,male,0.002481092
NGA,2029,-2,12,female,0.002664265
NGA,2029,-2,12,male,0.002446334
NGA,2030,-2,13,female,0.002629958
NGA,2030,-2,13,male,0.002412065
NGA,2031,-2,14,female,0.002596094
NGA,2031,-2,14,male,0.002378274
NGA,2032,-2,15,female,0.002991998
NGA,2032,-2,15,male,0.003269144
NGA,2033,-2,16,female,0.00295792
NGA,2033,-2,16,male,0.003234475
NGA,2034,-2,17,female,0.00292423
NGA,2034,-2,17,male,0.003200174
NGA,2035,-2,18,female,0.002890923
NGA,2035,-2,18,male,0.003166236
NGA,2036,-2,19,female,0.002857996
NGA,2036,-2,19,male,0.003132658
NGA,2037,-2,20,female,0.003761802
NGA,2037,-2,20,male,0.004490035
NGA,2038,-2,21,female,0.003726712
NGA,2038,-2,21,male,0.004442961
NGA,2039,-2,22,female,0.003691951
NGA,2039,-2,22,male,0.00439638
NGA,2040,-2,23,female,0.003657513
NGA,2040,-2,23,male,0.00435029
NGA,2041,-2,24,female,0.003623396
NGA,2041,-2,24,male,0.004304681
NGA,2042,-2,25,female,0.005922002
NGA,2042,-2,25,male,0.005398838
NGA,2043,-2,26,female,0.00589982
